DateTime_utc,Profile_ID,Distance_to_CRNS_m,Profile_Depth_cm,SoilMoisture_g_g,DryBulkDensity_g_cm3,SoilOrganicCarbon_g_g,LatticeWater_g_g
14.02.2019 12:00,46,25.58765679,17.5,0.065208492,1.741689838,0.014680421,0.000662691
14.02.2019 12:00,46,25.58765679,22.5,0.060683918,1.665091747,0.015231865,0
14.02.2019 12:00,46,25.58765679,27.5,0.042363128,1.858624158,0.010661402,0.000664011
14.02.2019 12:00,46,25.58765679,32.5,0.049288399,1.653276084,0.008640265,0.001334669
14.02.2019 12:00,47,47.81578228,2.5,0.215265936,1.2543956,0.059544427,0.003303205
14.02.2019 12:00,47,47.81578228,7.5,0.035596695,1.639626957,0.023312616,0.002656085
14.02.2019 12:00,47,47.81578228,12.5,0.034686347,1.65623,0.018083252,0.000672043
14.02.2019 12:00,47,47.81578228,17.5,0.046002706,1.731503922,0.014680421,0.000662691
14.02.2019 12:00,47,47.81578228,22.5,0.052494652,1.761857953,0.015231865,0
14.02.2019 12:00,47,47.81578228,27.5,0.055299263,1.7001313,0.010661402,0.000664011
14.02.2019 12:00,47,47.81578228,32.5,0.065955864,1.643192027,0.008640265,0.001334669
14.02.2019 12:00,48,36.88925159,2.5,0.218361524,0.999645832,0.059544427,0.003303205
14.02.2019 12:00,48,36.88925159,7.5,0.072461945,1.619356983,0.023312616,0.002656085
14.02.2019 12:00,48,36.88925159,12.5,0.062273805,1.632394956,0.018083252,0.000672043
14.02.2019 12:00,48,36.88925159,17.5,0.062834225,1.752385051,0.014680421,0.000662691
14.02.2019 12:00,48,36.88925159,22.5,0.055677388,1.67212003,0.015231865,0
14.02.2019 12:00,48,36.88925159,27.5,0.055723621,1.683528256,0.010661402,0.000664011
14.02.2019 12:00,48,36.88925159,32.5,0.056618438,1.70369637,0.008640265,0.001334669
14.02.2019 12:00,49,36.62802845,2.5,0.25066072,1.233310753,0.059544427,0.003303205
14.02.2019 12:00,49,36.62802845,7.5,0.089486431,1.640238112,0.023312616,0.002656085
14.02.2019 12:00,49,36.62802845,12.5,0.061145969,1.72080871,0.018083252,0.000672043
14.02.2019 12:00,49,36.62802845,17.5,0.067395683,1.769802968,0.014680421,0.000662691
14.02.2019 12:00,49,36.62802845,22.5,0.069711397,1.73292995,0.015231865,0
14.02.2019 12:00,49,36.62802845,27.5,1.912018085,1.667128931,0.010661402,0.000664011
14.02.2019 12:00,49,36.62802845,32.5,0.074732876,1.649201718,0.008640265,0.001334669
14.02.2019 12:00,50,186.0099385,2.5,1.522339561,0.12538863,0.059544427,0.003303205
14.02.2019 12:00,50,186.0099385,7.5,1.31155641,0.371072933,0.023312616,0.002656085
14.02.2019 12:00,50,186.0099385,12.5,1.170498579,0.394296822,0.018083252,0.000672043
14.02.2019 12:00,50,186.0099385,17.5,1.375,0.34469141,0.014680421,0.000662691
